split,ae_error,if_anomaly,risk_score
train,0.032892533,-0.0880893572604564,0.17031609620789664
train,0.032928023,-0.0635647575002956,0.2600429069125436
train,0.029518442,-0.0755590183065282,0.21400676841604171
train,0.026345842,-0.0929664478314828,0.148321174750702
train,0.022352342,-0.104491653418866,0.10363003863388846
train,0.01843515,-0.1108067959633708,0.07804432936433317
train,0.018247105,-0.099608840049186,0.11888401939570123
train,0.013059833,-0.1101275787337033,0.07711645432664718
train,0.010566834,-0.1215882177617028,0.03411201184364105
train,0.010056182,-0.1260692775174995,0.017721520258418513
train,0.009364621,-0.1264720513512539,0.016248283682102096
train,0.009306227,-0.1280249642671392,0.010568152760510298
train,0.009379755,-0.1277723495893583,0.011492148193759185
train,0.01027503,-0.122703277528418,0.03003342804441287
train,0.013156156,-0.1033845049087434,0.10184192110768296
train,0.014530107,-0.0966541663804034,0.1273318474159952
train,0.014222236,-0.1044076609714836,0.09877624644342367
train,0.012466287,-0.1086953120619663,0.08197850963881517
train,0.012037461,-0.1104767720707774,0.0751901960082385
train,0.019359121,-0.1113110525294476,0.07678643602245636
train,0.020284194,-0.1192413712802585,0.0483667368475593
train,0.01832664,-0.1264009266338682,0.02093637994268542
train,0.016738992,-0.1219992750351576,0.03602857488967888
train,0.016233765,-0.1142537860300856,0.06403873677521411
train,0.017505089,-0.1034508057825356,0.1043601252401878
train,0.0113576315,-0.1180323023742058,0.04712257400514117
train,0.0084111355,-0.1256926445466837,0.019099140704315974
train,0.008010977,-0.1269633116729086,0.014451387722877405
train,0.008129861,-0.1245207240804963,0.023385705398024093
train,0.008615724,-0.1046746847750623,0.09597709180275153
train,0.009954291,-0.0958065622304839,0.128414259764104
train,0.014772594,-0.080078991068864,0.18811323891059453
train,0.02074578,-0.0761358418424769,0.20632799569562593
train,0.020782815,-0.0882650008049117,0.1619863579172388
train,0.017966649,-0.1017178845183179,0.11099167704526978
train,0.014185427,-0.1171550828883845,0.052126295420236
train,0.0103432005,-0.1283846993917665,0.009252340016552686
train,0.010823273,-0.126588684564869,0.015821671271088637
train,0.011308865,-0.12946620647195,0.005296482772253395
train,0.013446734,-0.1212946657980557,0.036515908443807074
train,0.016428705,-0.1155791186312149,0.05931478087765797
train,0.020310828,-0.106198723875419,0.09609008288097567
train,0.02264746,-0.0995897386751679,0.12174724443074011
train,0.024242904,-0.0894440343550145,0.1598702495004374
train,0.022121467,-0.0968883496631131,0.13129428514959926
train,0.013888282,-0.1198335307018922,0.042140637072668824
train,0.011439098,-0.1246049220808758,0.023133443053767886
train,0.012384799,-0.1191470240828644,0.04369727547790811
train,0.013799312,-0.1182435678146944,0.04789980826067755
train,0.013567794,-0.1086860070610269,0.0827117844551772
train,0.011671764,-0.1114686924045103,0.07132987713259535
train,0.011812698,-0.1149754352680259,0.058592635677236334
train,0.015765958,-0.0872465023601039,0.162527032205943
train,0.03054891,-0.0685530119839762,0.2402869682043224
train,0.036627695,-0.0516918644492688,0.30581926590213865
train,0.039747275,-0.0502590522663501,0.31304041912047903
train,0.042066485,-0.0276123699623948,0.3973480328661848
train,0.030036986,-0.0361967655246068,0.3583123016630735
train,0.022363802,-0.0506363106339317,0.3006254347751952
train,0.023130627,-0.0540969918521174,0.28845399155098017
train,0.05404271,-0.0072591955456922,0.47939692136930606
train,0.082554646,0.0263423767783702,0.620401742385819
train,0.09777495,0.0361146678944986,0.6658080025574896
train,0.09080345,0.041242245686379,0.6801377530448871
train,0.06191291,0.0155965169770311,0.5679928941985908
train,0.020925831,-0.0695052458464854,0.23069520009090502
train,0.02005208,-0.0917155264358368,0.14890140585693545
train,0.024142232,-0.0959086230278257,0.13616064451845877
train,0.023209356,-0.1015901395982333,0.11478701783300772
train,0.018146725,-0.1211870649591507,0.03989305008316837
train,0.016036255,-0.1251424660546465,0.024085542028214148
train,0.014143746,-0.1273814419255099,0.014694610461360863
train,0.013070811,-0.1229488021450476,0.030226892930884014
train,0.012214405,-0.1245770373657374,0.023727604730225456
train,0.0127187595,-0.1209276811541911,0.03739611773679966
train,0.012959833,-0.1216109612811858,0.035049899942124256
train,0.0107193645,-0.1286609315313425,0.008241958364437548
train,0.008338572,-0.1323967963815184,0.0
train,0.008044351,-0.1355313049800691,0.0
train,0.009120299,-0.1254448198018618,0.020005615872239892
train,0.010370918,-0.1207298797869786,0.03725157750861454
train,0.009767402,-0.1235403467846675,0.02697165753732293
train,0.0092811715,-0.1270478530844281,0.014142158350892275
train,0.009889857,-0.1302382984485767,0.0024723813909791822
train,0.010013021,-0.1261677865467261,0.017361201159232512
train,0.0106879575,-0.1221710501188549,0.03198017041190398
train,0.009543091,-0.1263730372401595,0.01661045023268459
train,0.007459061,-0.1282755730481852,0.009651494349159264
train,0.007608114,-0.1168800976731174,0.051333028054003145
train,0.009848772,-0.0939455647809741,0.13522127968765058
train,0.01997493,-0.0769816865056731,0.20274478945330382
train,0.035421148,-0.0522873409453293,0.3028752563198995
train,0.04668563,-0.052847176306127,0.3079782557028042
train,0.04680474,-0.0583492987963311,0.28792860712116425
train,0.034991518,-0.0713423231922759,0.23290461007823762
train,0.019719077,-0.1037906860309628,0.10452238186422438
train,0.015189068,-0.108517514884011,0.08435727196221504
train,0.014998476,-0.1110528460513076,0.07496273531907027
train,0.016504508,-0.1084672014884622,0.08537634953099843
train,0.016680356,-0.1178127176467276,0.051304635030392606
train,0.015608,-0.1193295332794916,0.04507580357057108
train,0.014525652,-0.1167807953870193,0.05371131254381207
train,0.013901664,-0.1161770440577256,0.05552356056203528
train,0.014711148,-0.1265678435258907,0.01803071933802258
train,0.014643961,-0.1299673877195542,0.005553465529759206
train,0.01420847,-0.1315559560353493,0.0018137158697427043
train,0.01463655,-0.1292331697566405,0.008234329599470886
train,0.014879601,-0.1288584144415539,0.00975937153586007
train,0.015445504,-0.12938057980593,0.008208670156479006
train,0.014841292,-0.1245879456459961,0.02535526030010753
train,0.012951411,-0.1248510177154745,0.023193312941259942
train,0.012028558,-0.1165543825371455,0.05295430672903026
train,0.02514033,-0.0768004230139937,0.20668681184962687
train,0.044671007,-0.0466065958960442,0.32952570462618624
train,0.0505023,-0.0446040698890038,0.34055211812333386
train,0.043218486,-0.0679947866484303,0.25037148549411387
train,0.038172714,-0.0874332263643801,0.176067917047313
train,0.040192466,-0.0706501992886594,0.2387377861738604
train,0.04253659,-0.064476742545021,0.26280665963328925
train,0.03214233,-0.070269601274741,0.23501966123725826
train,0.018649837,-0.0893066039465841,0.15682243808303303
train,0.007842792,-0.120143520276667,0.03939632030238005
train,0.004851708,-0.1335928084526619,0.0
train,0.0055253753,-0.1308777821779551,0.00013332472660322202
train,0.008951206,-0.1199227530558957,0.0402038264441279
train,0.009677888,-0.1239759536215106,0.02537832681136995
train,0.008849611,-0.1267717628115969,0.015152021093237407
train,0.008715759,-0.1254124370095738,0.02012406327384306
train,0.010021685,-0.1183584830420907,0.045925498525184134
train,0.01200289,-0.1104357475788025,0.07531830661920809
train,0.009828263,-0.1210623908431269,0.036035342964823455
train,0.00792332,-0.1321297762098934,0.0
train,0.009688662,-0.1213753078482643,0.03489077810314249
train,0.011012607,-0.1192901119503818,0.04251785466099727
train,0.012741283,-0.1234294528482609,0.028259618776750255
train,0.013824895,-0.1187201431166976,0.04617286624745989
train,0.013488486,-0.1202875801422411,0.040226056746772626
train,0.0137917735,-0.1143313357268793,0.0622048982781533
train,0.0116788065,-0.1165077317693609,0.05290291927243259
train,0.008093148,-0.121311814130956,0.03512302076357786
train,0.008205942,-0.1227428706385032,0.02988860727141499
train,0.008515448,-0.1222551438301927,0.031672578604794215
train,0.009040163,-0.1184316994072322,0.04565769307688594
train,0.008947108,-0.121908206046167,0.03294158217528062
train,0.008397017,-0.1234606369756358,0.02726321422823822
train,0.008053709,-0.1273369365293274,0.01308477013710649
train,0.008702516,-0.1250982466238098,0.021273285813748023
train,0.010626215,-0.1155077251545514,0.05635279155710049
train,0.010449972,-0.1180664832518981,0.04699355393280227
train,0.0087642735,-0.1239007025422148,0.025653574687808392
train,0.0079516005,-0.1250746726796363,0.021359512857051045
train,0.007142296,-0.1316155031591052,0.0
train,0.007979335,-0.1275538458182011,0.01229137525558505
train,0.009477575,-0.1212286521071047,0.03542720471256034
train,0.010983944,-0.1133493579276532,0.06424750883341705
train,0.018628646,-0.103233994727168,0.10586639787757743
train,0.025868528,-0.0945486346281838,0.14223096773860133
train,0.025033487,-0.0989230527760836,0.12570045568355914
train,0.026724823,-0.101091931641133,0.11884095444312208
train,0.025749095,-0.0969590847427971,0.13333838377553808
train,0.025351342,-0.0998552871226204,0.12249237251812656
train,0.023280181,-0.1086432906737082,0.08903347924552127
train,0.023353932,-0.1058347633612961,0.09935312171553634
train,0.0271498,-0.0986569712966605,0.12801715029633048
train,0.02398695,-0.095441676668571,0.13777003321024073
train,0.021902291,-0.088477592765309,0.16191940108022107
