Source_File,Ring_Index,Cluster_Label,First_Unit_Top_Depth,Last_Unit_Bottom_Depth,Source,Top_Depth_Avg,Bottom_Depth_Avg,含水率,容重（重度）,孔隙比,塑性指数,液性指数,内摩擦角,黏聚力,饱和单轴抗压强度标准值,完整性指数,泊松比,重型圆锥动力触探锤击数N,主RGB比例
项目1处理后数据（矩阵）.xlsx,1327,1,23.484,34.649,Part_50,40.531,40.811,26.483030000000003,26.16421212121212,0.7676149999999999,15.772685,0.4171,31.523668,32.073484,42.93,,0.26702,13.02,93.68
项目1处理后数据（矩阵）.xlsx,1328,1,23.416,34.582,Part_50,40.535,40.815,26.43422857142857,26.183612903225807,0.7659714285714285,15.792028571428572,0.4145714285714285,30.914854,32.956414,42.93,,0.26371,13.02,93.62
项目1处理后数据（矩阵）.xlsx,1329,1,23.348,34.514,Part_50,40.538,40.818000000000005,26.38986363636364,26.199033333333333,0.7644772727272727,15.809613636363638,0.4122727272727273,30.38702,33.797828,42.93,,0.26047,13.02,94.24
项目1处理后数据（矩阵）.xlsx,1330,1,23.28,34.445,Part_50,40.542,40.822,26.34935652173913,26.22337931034483,0.7631130434782609,15.825669565217392,0.4101739130434783,30.088166,35.189726,42.93,,0.25878,13.02,95.7
项目1处理后数据（矩阵）.xlsx,1331,1,23.212,34.378,Part_50,40.546,40.826,26.310616666666665,26.26542857142857,0.7618083333333333,15.841025,0.4081666666666666,30.183074,37.694186,42.93,,0.25999,13.02,96.02
项目1处理后数据（矩阵）.xlsx,1332,1,23.16,34.326,Part_50,40.548,40.828,26.274976,26.321962962962964,0.760608,15.855152,0.4063199999999999,30.589452,40.909372000000005,42.93,,0.2630099999999999,13.02,96.38
项目1处理后数据（矩阵）.xlsx,1333,1,23.112,34.277,Part_50,40.552,40.832,26.251816,26.382561383061383,0.759828,15.864332,0.40512,31.08047301010101,44.037692484848485,42.93,,0.2659743434343434,13.02,95.92
项目1处理后数据（矩阵）.xlsx,1334,1,23.064,34.23,Part_50,40.555,40.835,26.227112,26.42426923076924,0.7589960000000001,15.874124,0.40384,31.541394,46.68605,42.93,,0.26813,13.02,96.58
项目1处理后数据（矩阵）.xlsx,1335,1,23.021,34.187,Part_50,40.559,40.839,26.193084615384617,26.460115384615385,0.75785,15.887611538461538,0.4020769230769231,31.963346,48.90405,42.93,,0.26952,13.02,96.94
项目1处理后数据（矩阵）.xlsx,1336,1,22.978,34.143,Part_50,40.563,40.843,26.174616,26.489,0.757228,15.894932,0.40112,32.336082000000005,50.652482,42.93,,0.27031,13.02,97.68
项目1处理后数据（矩阵）.xlsx,1337,1,22.934,34.1,Part_50,40.57,40.85,26.143736,26.51219230769231,0.756188,15.907172,0.39952,32.659162,52.018794,42.93,,0.27054,13.02,98.22
项目1处理后数据（矩阵）.xlsx,1338,1,22.891,34.057,Part_50,40.577,40.857,26.109768,26.527423076923075,0.755044,15.920636,0.39776,32.888926,52.918158000000005,42.93,,0.2705,13.02,98.3
项目1处理后数据（矩阵）.xlsx,1339,1,22.851,34.016,Part_50,40.585,40.865,26.071168000000004,26.53538461538461,0.753744,15.935936000000002,0.39576,33.030496,53.395824000000005,42.93,,0.27019,13.02,98.0
项目1处理后数据（矩阵）.xlsx,1340,1,22.81,33.976,Part_50,40.593,40.873000000000005,26.031024,26.53642307692308,0.752392,15.951848,0.39368,33.070358,53.495326000000006,42.93,,0.26979,13.02,97.68
项目1处理后数据（矩阵）.xlsx,1341,1,22.77,33.936,Part_50,40.6,40.88,25.98316,26.528384615384617,0.75078,15.970820000000002,0.3912,32.97661,53.124802,42.93,,0.26938,13.02,98.16
项目1处理后数据（矩阵）.xlsx,1342,1,22.73,33.895,Part_50,40.607,40.887,25.96,26.512307692307694,0.75,15.98,0.39,32.73666,52.295828,42.93,,0.26913,13.02,98.24
项目1处理后数据（矩阵）.xlsx,1343,1,22.689,33.855,Part_50,40.615,40.895,25.96,26.50424,0.75,15.98,0.39,32.28036,50.857688,42.93,,0.26913,13.02,97.28
项目1处理后数据（矩阵）.xlsx,1344,1,22.649,33.815,Part_50,40.622,40.902,25.96,26.46444,0.75,15.98,0.39,31.6243,48.86134,42.93,,0.26905,13.02,96.5
项目1处理后数据（矩阵）.xlsx,1345,1,22.609,33.775,Part_50,40.63,40.91,25.950888888888887,26.4108,0.7497777777777778,15.976972222222225,0.3896388888888889,30.722387474747475,46.19294795959596,42.93,,0.2689659595959596,13.02,95.14
项目1处理后数据（矩阵）.xlsx,1346,1,22.568,33.734,Part_50,40.638000000000005,40.918,25.81090909090909,26.352,0.7463636363636363,15.930454545454548,0.3840909090909091,29.455084000000003,42.736188,42.93,,0.268924,13.02,93.26
项目1处理后数据（矩阵）.xlsx,1347,1,22.497,33.663,Part_50,40.643,40.923,25.57405333333333,26.270628497632377,0.7405866666666667,15.851743333333332,0.3747033333333334,27.89223885148515,38.63362657425743,42.93,,0.2687839009900989,13.02,91.72
项目1处理后数据（矩阵）.xlsx,1348,1,22.418,33.584,Part_50,40.65,40.93,25.4605935483871,26.18243894389439,0.7378193548387096,15.81403870967742,0.3702064516129032,26.18070722772277,34.28979689108911,42.93,,0.2689257425742574,13.02,91.82
项目1处理后数据（矩阵）.xlsx,1349,1,22.331,33.497,Part_50,40.657,40.937,25.26921212121212,26.0876,0.7331515151515151,15.750439393939391,0.3626212121212121,24.50503,30.746910000000003,42.93,,0.2689,13.02,93.28
