split,ae_error,if_anomaly,risk_score
train,0.045920532,-0.0944948460697231,0.004487245077692988
train,0.04091586,-0.1009767274717165,0.003401686467233587
train,0.038415097,-0.1050209664374072,0.002859248359927398
train,0.03828103,-0.1059903522337343,0.002830168015355674
train,0.038369793,-0.1111991029912563,0.002849421512675819
train,0.03843142,-0.1157404071214042,0.0028627889662245793
train,0.03817795,-0.1184024326284217,0.002807809031277166
train,0.038345594,-0.1123792283487136,0.0028441725307616172
train,0.040778484,-0.1004770610609747,0.0033718883706409485
train,0.0440972,-0.0978073616968678,0.0040917478798094585
train,0.04766009,-0.0933075043816134,0.004864570937468321
train,0.050615814,-0.0934915007694129,0.005505694199560522
train,0.052565806,-0.0996036878447222,0.005928665096739587
train,0.05395321,-0.1124573716480288,0.0062296055696388734
train,0.053196136,-0.1173405456496573,0.006065389373361686
train,0.051202014,-0.1179472566150845,0.005632846280146681
train,0.049272142,-0.1189355943944824,0.005214239592898346
train,0.047893338,-0.1148655479126518,0.0049151645377626925
train,0.04742533,-0.1109948665262098,0.004813649370702017
train,0.046656623,-0.1123456068214843,0.004646909871535955
train,0.045968536,-0.1168502347051309,0.004497657579358729
train,0.046188883,-0.1177939861121679,0.0045454528360986115
train,0.046479024,-0.1109406881238553,0.004608387042535577
train,0.046727255,-0.1155307628036844,0.004662230591010472
train,0.0470404,-0.1123708604914919,0.004730154573056111
train,0.04738879,-0.1150255806126079,0.004805723514297005
train,0.04710334,-0.1220576926382962,0.0047438068281773875
train,0.04618224,-0.1213349395946781,0.004544011909330728
train,0.045474447,-0.1219023349243114,0.004390485207566278
train,0.04521422,-0.1237827242374315,0.004334039618220159
train,0.037476286,-0.0922247864160234,0.0026556117650328665
train,0.035219137,-0.0978593646603734,0.002166015737153352
train,0.034334227,-0.0971884304976754,0.001974070756546906
train,0.034931354,-0.0925345738071756,0.0021035930022380894
train,0.035284616,-0.1067929457410562,0.0021802187243329858
train,0.035234485,-0.1118793761515178,0.002169344857134309
train,0.03484503,-0.1151707557521652,0.0020848685460720714
