Thrust.Spd,Thrust.Force,CH.Spd,CH.Torque,CH.Tot.ContactForce,Ring.No
7.129032258064516,73562.5,1.284999966621399,-7310.322580645161,34253.25,336
7.15625,73444.44444444444,1.286666631698608,-7260.9375,34062.22222222222,336
7.121212121212121,73280.0,1.287999963760376,-7254.848484848485,33777.2,336
7.0,73190.90909090909,1.289090871810913,-7228.823529411765,33502.72727272727,336
7.0,73141.66666666667,1.288333296775818,-7188.857142857143,33314.91666666666,336
7.0,73076.92307692308,1.287692271746122,-7173.055555555556,33161.76923076923,336
7.054054054054054,72950.0,1.288571391786848,-7145.945945945946,32941.5,336
7.052631578947368,72853.33333333333,1.289333295822144,-7128.947368421052,32765.66666666667,336
7.025641025641026,72813.33333333333,1.290666627883911,-7103.076923076923,32574.26666666667,336
7.025,72766.66666666667,1.293333299954732,-7101.75,32312.33333333333,336
7.024390243902439,72646.66666666667,1.293333299954732,-7109.268292682927,32032.66666666667,336
7.047619047619047,72526.66666666667,1.293333299954732,-7102.619047619048,31818.46666666667,336
7.069767441860465,72466.66666666667,1.293333299954732,-7102.093023255814,31629.53333333333,336
7.090909090909091,72473.33333333333,1.2946666320165,-7115.681818181818,31483.33333333333,336
7.088888888888889,72453.33333333333,1.295999964078267,-7146.888888888889,31506.0,336
7.108695652173913,72360.0,1.297333296140035,-7168.913043478261,31432.86666666666,336
7.148936170212766,72280.0,1.297333296140035,-7171.063829787234,31291.8,336
7.1875,72300.0,1.297333296140035,-7175.833333333333,31279.2,336
7.204081632653061,72306.66666666667,1.297333296140035,-7192.040816326531,31299.33333333333,336
7.2,72266.66666666667,1.297333296140035,-7228.4,31201.06666666667,336
7.176470588235294,72246.66666666667,1.297333296140035,-7243.333333333333,31092.73333333333,336
7.173076923076923,72346.66666666667,1.297333296140035,-7238.26923076923,31097.73333333333,336
7.188679245283019,72500.0,1.297333296140035,-7230.943396226415,31107.8,336
7.203703703703703,72433.33333333333,1.295999964078267,-7257.407407407408,30981.73333333333,336
7.236363636363636,72353.33333333333,1.295999964078267,-7265.636363636364,30807.86666666666,336
7.25,72446.66666666667,1.295999964078267,-7270.357142857143,30729.86666666666,336
7.263157894736842,72600.0,1.295999964078267,-7273.157894736843,30651.86666666666,336
7.258620689655173,72566.66666666667,1.297333296140035,-7270.517241379311,30447.8,336
7.254237288135593,72586.66666666667,1.297333296140035,-7298.474576271186,30221.13333333334,336
7.216666666666667,72593.33333333333,1.295999964078267,-7304.333333333333,30130.46666666667,336
7.229508196721311,72660.0,1.297333304087321,-7301.311475409836,30125.4,336
7.19672131147541,72786.66666666667,1.297333304087321,-7292.459016393443,30236.2,336
7.163934426229508,72860.0,1.297333304087321,-7280.983606557377,30304.2,336
7.131147540983607,72926.66666666667,1.295999972025553,-7284.098360655737,30407.46666666667,336
7.098360655737705,72960.0,1.297333304087321,-7252.950819672131,30583.8,336
